test_year,train_n,test_n,auc,brier,all_n,all_win_rate,all_expectancy_r,all_profit_factor,all_total_r,all_max_drawdown_r,q50_threshold,q50_coverage,q50_n,q50_win_rate,q50_expectancy_r,q50_profit_factor,q50_total_r,q50_max_drawdown_r,q70_threshold,q70_coverage,q70_n,q70_win_rate,q70_expectancy_r,q70_profit_factor,q70_total_r,q70_max_drawdown_r
2023,452,196,0.687195392113425,0.21713138227256523,196,0.6224489795918368,0.7133181423353085,2.45620105825053,139.81035589772048,-7.460841519113231,0.5573344151280875,0.5867346938775511,115,0.7391304347826086,0.9948939246144406,3.7945138754475187,114.41280133066067,-4.160722766506012,0.7027274778251934,0.3622448979591837,71,0.8309859154929577,1.183709232935152,6.1116620283104215,84.04335553839579,-4.006853033027909
2024,648,181,0.7364779874213836,0.2225637236766183,181,0.4143646408839779,0.04943774939048566,1.0640250269134188,8.948232639677904,-13.295648420290938,0.5693796309789293,0.4861878453038674,88,0.5681818181818182,0.43404664101108364,1.6926254952671325,38.19610440897536,-9.186312524321053,0.7222850440183655,0.27071823204419887,49,0.7346938775510204,0.8455946672149158,2.854874069197482,41.434138693530876,-4.875929241959465
2025,829,189,0.7589225589225589,0.197906959629702,189,0.5238095238095238,0.49992089121344246,1.8648599858480044,94.48504843934063,-9.071728618338156,0.5135014317147417,0.48677248677248675,92,0.7065217391304348,0.9721157205974782,3.437712576961509,89.43464629496799,-3.7959672134044595,0.6875651293575072,0.26455026455026454,50,0.84,1.3335464409254831,6.2842940316685825,66.67732204627416,-3.6545580749366353
